rad_scale,transport_scale,storage_scale,mode,stress,n,failure_rate,throughput_failure_rate,mean_V,median_V,CVaR90_V,CVaR95_V,mean_unsafe_fraction,mean_Y_final,max_Tc_p95,min_Es_p05,min_Pm_p05
1.0,2.0,1.0,a10_hybrid_v2,combined_harsh,4,1.0,1.0,134.0781254540831,135.63551956514476,155.4204307367733,155.4204307367733,0.965,0.7901868026784797,4.239702051962123,0.21573929893314842,0.4660852259636391
1.0,2.0,1.0,a10_hybrid_v2,combined_moderate,4,1.0,0.0,87.30707113684073,88.29107724074608,99.24616945399144,99.24616945399144,0.9620833333333333,0.8156151559438694,3.544660740681991,0.2425029000760201,0.72
1.0,2.0,1.0,a10_hybrid_v2,eclipse_transition,4,1.0,0.0,35.75991727555132,34.867928115311514,39.79819504051521,39.79819504051521,0.9574999999999999,0.8408865714302572,2.2909473737759476,0.29854325596623443,0.84
1.0,2.0,1.0,a10_hybrid_v2,nominal,4,1.0,0.0,29.299869095197973,28.650759266205537,40.7619015382156,40.7619015382156,0.9527083333333334,0.8543122150866236,2.3048347116321355,0.29619971504964904,0.84
1.0,2.0,1.0,a10_hybrid_v2,power_shortage,4,1.0,0.0,36.156829451713044,33.95577629045341,50.78802900458896,50.78802900458896,0.9568749999999999,0.8462367581451302,2.397075931228826,0.29386832136362184,0.5753903375520991
1.0,2.0,1.0,a10_hybrid_v2,radiator_degradation,4,1.0,0.0,50.06964498453061,50.247169083494015,73.62324771656067,73.62324771656067,0.9566666666666667,0.8450786797940897,2.6390734544029915,0.27352905314807513,0.84
1.0,2.0,1.0,a10_hybrid_v2,solar_heating,4,1.0,0.0,37.67184901547536,37.72492029100853,46.30081470160869,46.30081470160869,0.9570833333333334,0.8457068674446842,2.3527744746573376,0.2786481078486885,0.84
1.0,2.0,1.0,a10_hybrid_v2,storage_saturation,4,1.0,0.75,60.17809513726199,56.92295916125063,88.05424769022052,88.05424769022052,0.9549999999999998,0.7909449852764369,3.5461971468950777,0.21019912667541138,0.84
1.0,2.0,1.0,no_control,burst_heat,4,1.0,0.0,1569.5571941193402,1551.310147215167,1855.1680947811585,1855.1680947811585,0.9710416666666667,1.0000000000000162,10.546620020601754,0.86,0.84
1.0,2.0,1.0,no_control,combined_harsh,4,1.0,0.0,2513.820747852917,2575.644365562798,2680.5889888159813,2680.5889888159813,0.9766666666666667,1.0000000000000162,11.968637322256136,0.62,0.65
1.0,2.0,1.0,no_control,combined_moderate,4,1.0,0.0,1893.4834766220238,1903.9533785246438,2191.2141207296004,2191.2141207296004,0.9754166666666666,1.0000000000000162,10.668490136994915,0.72,0.72
1.0,2.0,1.0,no_control,eclipse_transition,4,1.0,0.0,1114.1515316270172,1181.2727417852552,1296.7899721409713,1296.7899721409713,0.9735416666666665,1.0000000000000162,8.493181198131118,0.86,0.84
1.0,2.0,1.0,no_control,nominal,4,1.0,0.0,1030.5792738753591,1061.4078654882903,1237.6514605833268,1237.6514605833268,0.9727083333333333,1.0000000000000162,8.396451415640954,0.86,0.84
